course_title,professor,location,course_code,course_subject
Contemporary Political Theory.,Yves   Winter ,MAASS 217,363,POLI
Radical Political Thought.,William Clare  Roberts ,RPHYS 118,364,POLI
Aboriginal Politics in Canada.,Christa Sieglinde  Scholtz ,RPHYS 118,372,POLI
Contemporary Chinese Politics.,Juan   Wang ,CURRIE 305/6,380,POLI
Canadian Voting/Public Opinion.,Elisabeth Lesley  Gidengil ,LEA 14,412,POLI
Partis politiques et comportements électoraux au Québec.,Eric   Belanger ,BIRKS 203,426,POLI
History of Political/Social Theory 3.,Arash   Abizadeh ,LEA 15,433,POLI
Identity and Inequality.,Narendra   Subramanian ,RPHYS 118,435,POLI
Politics in Israel.,Harold M   Waller ,LEA 14,437,POLI
Topics in International Politics 2.,Leonardo   Baccini ,MCMED 1034,444,POLI
Diplomacy in Practice.,Vincent   Pouliot ,EDUC 627,449,POLI
Research Methods in Political Science.,Eric   Belanger ,LEA 424,612,POLI
Selected Themes: Political Theory.,Jacob   Levy ,FERR 422,613,POLI
Problems in Political Theory.,Catherine   Lu ,FERR 422,617,POLI
Interpreting Canadian Political Process.,Richard   Schultz ,LEA 541,621,POLI
Topics in European Politics.,Filippo   Sabetti ,LEA 541,630,POLI
Middle East Politics.,Rex J   Brynen ,PL3465 303,640,POLI
Politics of Developing Areas 1.,Juan   Wang ,LEA 541,646,POLI
Advanced Topics: International Relations.,Fernando Gabrie  Nunez ,PL3465 102,670,POLI
International Security: Conflict and Co-operation.,T V   Paul ,LEA 541,679,POLI
Introduction to Psychological Statistics for OT/PT.,Rhonda N   Amsel ,STBIO S3/3,204,POTH
Neurophysiology.,Philippe   Archambault | Marie-Helene   Boudrias ,STBIO N2/2,455,POTH
Foundations of Professional Practice.,Barbara   Shankland | Luis   Cyr ,LEA 26,563,POTH
Directed Practicum.,Isabelle   Gelinas ,TBA,603,POTH
Research Methodology.,Nancy   Mayo ,DAVIS 20,610,POTH
Advanced Research Methods.,Judith Eileen   Soicher | Sara   Ahmed | Liliane   Asseraf-Pasin | Jill Theresa  Boruff | André   Bussières | Heather Christine  Lambert | Nancy   Mayo | Barbara Lee   Mazer | Anita   Menon ,LEA 26,612,POTH
Selected Topics in Rehabilitation Science.,Evanthia   Kehayia ,DAVIS 3,614,POTH
Topics in Rehabilitation.,Isabelle   Gelinas ,TBA,618,POTH
Cancer Rehabilitation.,Ana María   Rodríguez ,DAVIS 3,637,POTH
Motor Control.,Mindy   Levin ,DAVIS 20,639,POTH
Knowledge Translation in Rehabilitation.,Anita   Menon ,DAVIS B-2,680,POTH
Perception and Action.,Anouk   Lamontagne ,DAVIS 20,685,POTH
Fundamentals of Global Health.,Madhukar   Pai ,EDUC 627,511,PPHS
Economic Evaluation of Health Programs.,Eric   Latimer ,TBA,528,PPHS
Foundations of Population Health.,Gilles   Paradis ,TBA,602,PPHS
Principles of Public Health Practice.,Joseph   Cox | Faisca   Richer ,TBA,612D1,PPHS
Introduction to Infectious Disease Epidemiology.,Caroline   Quach-Thanh ,TBA,615,PPHS
Introduction to Psychology.,TBA,LEA 132,100,PSYC
Introduction to Psychological Statistics.,Rhonda N   Amsel ,STBIO S1/4,204,PSYC
Introductory Behavioural Neuroscience.,Jonathan Phillip  Britt ,LEA 132,211,PSYC
Social Psychology.,Mark W   Baldwin ,LEA 132,215,PSYC
The Psychology of Pain.,Jeffrey Steven  Mogil ,STBIO S1/4,302,PSYC
Child Development.,Kristine   Onishi ,STBIO S1/3,304,PSYC
Statistics for Experimental Design.,Rhonda N   Amsel ,STBIO S1/4,305,PSYC
Human Cognition and the Brain.,Michalakis   Petrides ,ADAMS AUD,311,PSYC
Computational Psychology.,Thomas R   Shultz ,STBIO N4/17,315,PSYC
Health Psychology.,Baerbel Agnes   Knaeuper ,ADAMS AUD,328,PSYC
Introduction: Abnormal Psychology 1.,Robert O   Pihl ,STBIO S1/4,337,PSYC
Modern Psychology in Historical Perspective.,Zbigniew   Pleszewski ,STBIO S1/3,403,PSYC
Psychological Tests.,David D.  Vachon ,MCMED 522,406,PSYC
Principles of Cognitive Behaviour Therapy.,Ian   Bradley ,STBIO S3/4,408,PSYC
Human Sexuality and Its Problems.,Irving Michael   Binik ,BURN 1B45,436,PSYC
Social Cognition and the Self.,TBA,STBIO S1/3,473,PSYC
Auditory Perception.,TBA,STBIO N7/14,501,PSYC
Neurobiology of Learning and Memory.,Karim   Nader ,STBIO W2/3B,514,PSYC
Diagnostic Methods (Children).,Judith   Le Gallais ,STBIO W7/21,615D1,PSYC
Practicum - Child Diagnostics.,Judith   Le Gallais ,STBIO W7/21,616D1,PSYC
Diagnostic Methods (Adults).,Jennifer Jean   Russell ,TBA,617D1,PSYC
Practicum - Adult Diagnostics.,Jennifer Jean   Russell ,TBA,618D1,PSYC
Practicum in Psychotherapy.,TBA,TBA,620D1,PSYC
Psychopathology.,Robert O   Pihl ,STBIO W7/21,630,PSYC
Behaviour Deviations.,David C   Zuroff ,STBIO N5/1,641D1,PSYC
Advanced Statistics 1.,Heungsun   Hwang ,STBIO S3/4,650,PSYC
Psychology Theory.,Debra Ann   Titone ,STBIO W7/21,660D1,PSYC
Clinical Practicum.,TBA,TBA,706,PSYC
Clinical Internship 1.,TBA,TBA,707D1,PSYC
Clinical Internship 2.,TBA,TBA,708,PSYC
Clinical Internship 2.,TBA,TBA,708D1,PSYC
Comparative and Physiological Psychology 1.,TBA,TBA,710,PSYC
Personality and Social Psychology.,TBA,TBA,725,PSYC
Ethics and Professional Issues.,Blaine   Ditto ,STBIO W7/21,728,PSYC
Clinical Neuroscience Methods.,"Gillian   O'Driscoll ",STBIO N7/14,730,PSYC
Clinical Psychology 1.,TBA,TBA,732D1,PSYC
Clinical Psychology 2.,TBA,TBA,733D1,PSYC
Developmental Psychology and Language.,TBA,TBA,734,PSYC
Perception and Cognition.,TBA,TBA,743,PSYC
Psychotherapy and Behaviour Change.,Irving Michael   Binik ,STBIO W7/21,752D1,PSYC
Teaching Methods: Psychology 1.,TBA,TBA,797,PSYC
Teaching Methods: Psychology 2.,TBA,TBA,798,PSYC
Brain Evolution and Psychiatry.,Bernardo Oscar   Dubrovsky ,TBA,502,PSYT
Diploma Evaluation: Written.,Karl Julian   Looper ,TBA,610,PSYT
Diploma Evaluation: Oral.,Karl Julian   Looper ,TBA,611,PSYT
Trends in Clinical Psychiatry.,Diane B   Boivin | Alain   Brunet ,TBA,620,PSYT
Qualitative Research in Health Care.,Danielle   Groleau ,PN1033 138,625,PSYT
Statistics for Neurosciences.,Joseph   Rochford ,LEA 424,630,PSYT
Quebec Culture and Society.,TBA,ARTS W-20,300,QCST
Science Writing.,Linda H   Cooper ,TBA,399,REDM
Writing Research Articles.,09/02-12/05,Cancelled,410,REDM
Writing Research Articles.,09/02-12/05,Cancelled,410,REDM
Religions of the Ancient Near East.,TBA,STBIO N2/2,201,RELG
Bible and Western Culture.,TBA,STBIO N2/2,203,RELG
World Religions and the Cultures They Create.,Armando   Salvatore ,BIRKS 203,208,RELG
Jesus of Nazareth.,TBA,BIRKS 205,210,RELG
Hinduism and Buddhism.,Lara E   Braitstein | Andrea Marion   Pinkney ,ADAMS AUD,252,RELG
Introduction to the Study of Religion.,Jim   Kanaris ,BIRKS 205,255,RELG
Introductory Sanskrit.,TBA,BIRKS 104,257D1,RELG
Introductory Tibetan 1.,TBA,BIRKS 105,264,RELG
Religious Ethics and the Environment.,TBA,RAYMND 3-037,270,RELG
Sexual Ethics.,TBA,SADB M-1,271,RELG
Elementary New Testament Greek.,TBA,BIRKS 105,280D1,RELG
Second Temple Judaism.,Gerbern Sibern  Oegema ,BIRKS 203,300,RELG
Literature of Ancient Israel 1.,Patricia   Kirkpatrick ,BIRKS 111,302,RELG
New Testament Studies 1.,TBA,BIRKS 017,311,RELG
Western Intellectual Tradition.,Garth Warwick  Green ,BIRKS 017,321,RELG
The Church in History 1.,W J Torrance   Kirby ,BIRKS 104,322,RELG
Religion and Globalization.,Samuel Carl-Lewis  Nelson ,ENGMD 276,331,RELG
Women and the Christian Tradition.,TBA,BIRKS 205,338,RELG
Introduction: Philosophy of Religion.,Garth Warwick  Green ,BIRKS 205,341,RELG
Mahayana Buddhism.,Lara E   Braitstein ,BIRKS 111,344,RELG
Classical Hinduism.,Andrea Marion   Pinkney ,BIRKS 205,348,RELG
Japanese Religions.,TBA,BIRKS 111,352,RELG
Gandhi: His Life and Thought.,TBA,BIRKS 203,353,RELG
Sanskrit 2.,TBA,BIRKS 104,357D1,RELG
Religion and Human Rights.,Daniel M   Cere ,STBIO S3/3,370,RELG
Christian Ethics of Love.,09/02-12/05,Cancelled,373,RELG
"Religion, Politics and Society.",Samuel Carl-Lewis  Nelson ,RPHYS 118,375,RELG
Elementary Biblical Hebrew.,TBA,BIRKS 105,390D1,RELG
Principles of Christian Theology 2.,Douglas B   Farrow ,BIRKS 104,434,RELG
Zen: Maxims and Methods.,TBA,BIRKS 017,451,RELG
Modern Hindu Thought.,Davesh   Soneji ,BIRKS 104,454,RELG
Theories of Religion.,Jim   Kanaris ,BIRKS 105,456,RELG
Theological Ethics.,Douglas B   Farrow ,BIRKS 105,470,RELG
Hebrew Texts.,Patricia   Kirkpatrick ,BIRKS 104,491,RELG
Greco-Roman Judaism.,Gerbern Sibern  Oegema ,BIRKS 105,502,RELG
Indian Philosophy.,Arvind   Sharma ,BIRKS 104,546,RELG
Special Topics in Hinduism.,Davesh   Soneji ,BIRKS 104,547,RELG
Issues in Buddhist Studies.,TBA,BIRKS 105,556,RELG
"Ethics, Medicine and Religion.",09/02-12/05,Cancelled,571,RELG
Religion and Global Politics.,Daniel M   Cere ,BIRKS 017,572,RELG
Introductory Sanskrit.,TBA,BIRKS 105,657D1,RELG
Elementary Russian Language 1.,TBA,SH688 361,210,RUSS
Elementary Russian Language 1.,TBA,BURN 1B24,210,RUSS
Russian Literature and Revolution.,Laura A   Beraha ,LEA 15,218,RUSS
Russian 19th Century: Literary Giants 1.,Anna A.  Berman ,BURN 1B36,223,RUSS
Intermediate Russian Language 1.,Liudmila N.  Klimanova ,SH688 491,310,RUSS
Intermediate Russian Language Intensive 2.,Liudmila N.  Klimanova ,SH688 355,316,RUSS
Russian Short Story.,Lyudmila   Parts ,SH688 495,340,RUSS
Fyodor Dostoevsky.,Lyudmila   Parts ,EDUC 627,358,RUSS
Special Topics in Russian.,TBA,EDUC 434,390,RUSS
Special Topics in Russian.,TBA,SH688 ,390,RUSS
Advanced Russian Language 1.,Liudmila N.  Klimanova ,SH688 365,400,RUSS
Russian Avantgarde.,Laura A   Beraha ,SH688 491,428,RUSS
Audiology.,Linda   Polka | Aruna   Sudarshan ,TBA,616,SCSD
Anatomy and Physiology: Speech and Hearing.,Fatemeh   Mollaei ,TBA,617,SCSD
Research and Measurement Methodologies 1.,Karsten   Steinhauer ,TBA,618,SCSD
Phonological Development.,Susan   Rvachew ,TBA,619,SCSD
Language Processes.,Laura Michelle  Gonnerman ,TBA,624,SCSD
Language Development.,Kendall   Kolne ,TBA,633,SCSD
Fluency Disorders.,Christina   Lattermann ,TBA,636,SCSD
Voice Disorders.,Nicole Yee Key   Li | Maia   Masuda | Gina Laverne  Mills ,TBA,639,SCSD
Developmental Language Disorders 2.,Elin   Thordardottir | Sophie   Vaillancourt ,TBA,643,SCSD
Applied Neurolinguistics.,Jesse Patrick Mauro  Burns ,TBA,644,SCSD
Communication Sciences and Disorders 3.,TBA,TBA,666,SCSD
Communication Sciences and Disorders 4.,09/02-12/05,Active,667,SCSD
Special Topics 4.,09/02-12/05,Active,678,SCSD
Language Acquisition Issues 4.,Elin   Thordardottir ,TBA,712,SCSD
Introduction: Sexual Diversity Studies.,Marc Milton  Ducusin ,MDHAR G-10,250,SDST
Sociological Perspectives.,Matthew Keith  Lange ,ENGMC 204,210,SOCI
Sociological Inquiry.,TBA,MAASS 10,211,SOCI
International Migration.,09/02-12/05,Cancelled,212,SOCI
Urban Sociology.,TBA,LEA 232,222,SOCI
Medicine and Health in Modern Society.,TBA,CURRIE 408/9,225,SOCI
Technology and Society.,TBA,ENGMC 304,235,SOCI
Family and Modern Society.,Elaine Susan  Weiner ,BURN 1B45,247,SOCI
Social Problems.,Jason Thomas  Carmichael ,BURN 1B45,250,SOCI
Sociology of the Welfare State.,Axel   Van den Berg ,ARTS W-120,304,SOCI
Sociology of Mental Disorder.,Robert Edward  Whitley ,RPHYS 118,310,SOCI
Sociological Theory.,John Anthony   Hall ,LEA 219,330,SOCI
Social Stratification.,Thomas Georg  Soehl ,MCMED 1034,333,SOCI
Sociology of Aging and the Life Course.,Aniruddha   Das ,CURRIE 408/9,335,SOCI
Statistics in Social Research.,Kenneth   MacKenzie ,STBIO N2/2,350,SOCI
Sociology: Gender and Development.,Poulami   Roychowdhury ,STBIO S3/3,370,SOCI
Suspect Minorities in Canada.,Morton   Weinfeld ,CURRIE 305/6,375,SOCI
Deviance.,TBA,ARTS W-120,377,SOCI
Sociology of Human Sexuality.,Aniruddha   Das ,MCMED 1034,385,SOCI
Readings: Sociological Theory.,John Anthony   Hall ,LEA 721,445,SOCI
Punishment and Prisons.,Jason Thomas  Carmichael ,LEA 834,488,SOCI
Gender and Globalization.,Elaine Susan  Weiner ,LEA 819,519,SOCI
Migration and Immigrant Groups.,Zoua   Vang ,LEA 808,520,SOCI
Soil Nutrient Management.,Joann Karen   Whalen ,BARTON 1-016,315,SOIL
Soils in a Changing Environment.,Asim   Biswas ,TBA,326,SOIL
History & Philosophy of Social Work.,Nicole   Ives ,WILSON 105,220,SWRK
Public Social Services in Canada.,Jill   Hanley ,BIRKS 205,221,SWRK
Public Social Services in Canada.,Karen   Hetherington ,BIRKS 203,221,SWRK
Poverty and Inequality.,09/02-12/05,Temporarily closed,223,SWRK
Human Development Across the Lifespan.,Delphine   Collin-Vezina ,WILSON 105,224,SWRK
Practice with Individuals and Families 1.,TBA,BIRKS 205,320,SWRK
Introduction to Practice with Groups.,TBA,WILSON 105,321,SWRK
"Practice with Gay, Lesbian, Bisexual & Two-Spirit People.",TBA,WILSON 103,342,SWRK
Social Work Skills Laboratory.,Julia   Krane ,WILSON 105,350,SWRK
Introduction to Practice.,Marion   Van Horn ,WILSON 105,353,SWRK
Social Work in the Health Field.,09/02-12/05,Temporarily closed,354,SWRK
Policy and Practice for Refugees.,Nicole   Ives ,RPHYS 115,400,SWRK
Foundations of Social Policy in Canada.,Vandna   Sinha ,WILSON 105,404,SWRK
Social Work Research.,TBA,WILSON 103,423,SWRK
Mental Health and Illness.,Karen   Hetherington ,WILSON 110,424,SWRK
Social Policy and Administration.,Shari   Brotman ,WILSON 110,428,SWRK
International Social Work.,Myriam   Denov ,WILSON 110,532,SWRK
Youth Justice in Canada.,TBA,WILSON 105,602,SWRK
Reclaiming Child Welfare.,09/02-12/05,Cancelled,606,SWRK
Understanding Social Care.,Tamara   Sussman ,WILSON 103,609,SWRK
Understanding and Assessing Families.,TBA,WILSON 105,622,SWRK
Understanding and Assessing Families.,Sharon   Bond ,WILSON 110,622,SWRK
International and Community Development.,09/02-12/05,Cancelled,626,SWRK
Violence against Women.,Julia   Krane ,WILSON 110,628,SWRK
Program Evaluation.,Sydney   Duder ,TBA,633,SWRK
Advanced Clinical Seminar: Use of Self.,TBA,LEA 212,635,SWRK
Social Policy Analysis.,Vandna   Sinha ,WILSON 103,641,SWRK
"Living with Illness, Loss and Bereavement.",Marion   Van Horn ,WILSON 103,668,SWRK
Thought and Theory Development in Social Work.,Myriam   Denov ,FERR 470,720,SWRK
Planning for Active Transportation.,Ahmed Medhat  Elgeneidy ,MDHAR 420,504,URBP
Planning for Active Transportation.,Ahmed Medhat  Elgeneidy ,MDHAR 420,504,URBP
Planning for Active Transportation.,Ahmed Medhat  Elgeneidy ,MDHAR 420,504,URBP
Planning Graphics.,Suzanne Laure  Doucet ,MDHAR 412,609,URBP
History and Theory of Planning.,TBA,MDHAR 420,612,URBP
Selected Topics 1.,Nicholas James  Luka ,MDHAR 420,616,URBP
Selected Topics 3.,Nicholas James  Luka ,ENGMC 304,618,URBP
Research Methods for Planners.,Richard George   Shearmur ,MDHAR 420,633,URBP
Planning Water Resources in Barbados.,Ronald   Gehr ,NOROOM NEEDED,634,URBP
Natural History of Vertebrates.,Murray Mitchell   Humphries ,BARTON 1-015,307,WILD
Fisheries and Wildlife Management.,Christopher   Solomon | Murray Mitchell   Humphries ,BARTON 1-016,401,WILD
Ornithology.,Kyle   Elliott ,BARTON 1-016,420,WILD
"Introduction to Women's Studies.",Mary Jennifer  Bunch ,LEA 26,200,WMST
"Women's Studies Current Topics 1.",Hasana   Sharp ,EDUC 216,301,WMST
"Women's Studies Current Topics 2.",TBA,EDUC 211,302,WMST
"Women's Studies Special Topics 1.",Mary Jennifer  Bunch ,EDUC 629,401,WMST
"Women's Studies Special Topics 2.",TBA,FERR 456,402,WMST
Intermediate Financial Accounting 1.,Amanda Stephanie  Abrams ,BRONF 046,351,ACCT
Intermediate Financial Accounting 1.,TBA,LEA 110,351,ACCT
Intermediate Financial Accounting 2.,MaryJane   Rabier ,BRONF 179,352,ACCT
Intermediate Financial Accounting 2.,MaryJane   Rabier ,BRONF 179,352,ACCT
Intermediate Financial Accounting 2.,TBA,ARTS W-20,352,ACCT
Financial Statement Analysis.,TBA,BRONF 210,354,ACCT
Financial Statement Analysis.,TBA,BRONF 046,354,ACCT
Financial Statement Analysis.,TBA,ARTS 260,354,ACCT
Management Accounting.,Dongyoung   Lee ,BRONF 002,361,ACCT
Management Accounting.,TBA,ARTS W-20,361,ACCT
Cost Accounting.,Jingjing   Zhang ,BRONF 179,362,ACCT
Cost Accounting.,Jingjing   Zhang ,BRONF 046,362,ACCT
Cost Accounting.,Jingjing   Zhang ,BRONF 179,362,ACCT
Cost Accounting.,TBA,ENGTR 0070,362,ACCT
Principles of Taxation.,Larry   Goldsman ,BRONF 046,385,ACCT
Principles of Taxation.,Larry   Goldsman ,BRONF 045,385,ACCT
Principles of Taxation.,TBA,LEA 15,385,ACCT
Sustainability and Environmental Accounting.,Dror   Etzion | Rozhin   Yousefvand-Mansouri ,BRONF 178,401,ACCT
Financial Reporting Valuation.,TBA,BRONF 046,452,ACCT
Advanced Financial Accounting.,Julia   Scott ,BRONF 046,453,ACCT
Advanced Financial Accounting.,TBA,ARTS 260,453,ACCT
Development of Accounting Thought.,TBA,BRONF 002,455,ACCT
Development of Accounting Thought.,TBA,BRONF 045,455,ACCT
Development of Accounting Thought.,TBA,ENGMD 276,455,ACCT
Management Control.,Philippe   Levy ,BRONF 410,463,ACCT
Management Control.,TBA,MAASS 328,463,ACCT
Principles of Auditing.,Ralph   Cecere ,BRONF 410,475,ACCT
Principles of Auditing.,TBA,ARTS 260,475,ACCT
Business Taxation 2.,Larry   Goldsman ,BRONF 210,486,ACCT
Business Taxation 2.,TBA,ENGTR 0100,486,ACCT
Financial Reporting: Structure & Analysis.,Steve   Fortin ,BRONF 340,618,ACCT
Financial Reporting: Valuation.,01/04-04/11,Cancelled,619,ACCT
Issues in Professional Accounting 1.,TBA,STBIO S3/4,653,ACCT
Issues in Professional Accounting 2.,TBA,ARTS W-20,654,ACCT
Strategic Aspects of Accounting 1.,TBA,MAASS 328,663,ACCT
Strategic Aspects of Accounting 2.,TBA,ARTS W-20,664,ACCT
Cell Biology.,Alice D  Cherestes ,MACSTW B-016,122,AEBI
Organisms 2.,Jessica   Head ,CENTEN 1-163,211,AEBI
Evolution and Phylogeny.,TBA,RAYMND 2-046,212,AEBI
General Chemistry 2.,Alice D  Cherestes ,RAYMND 2-046,111,AECH
Science Literacy.,Carole   Newman | Emily   MacKenzie ,RAYMND 3-011,205,AEHM
Calculus 2.,John F   Hayes ,RAYMND 2-046,102,AEMA
Differential Equations.,David   Titley-Péloquin ,CENTEN 1-150,305,AEMA
Statistical Methods 1.,Pierre R L   Dutilleul | Valérie   Gravel ,RAYMND 2-046,310,AEMA
Experimental Designs 01.,Pierre R L   Dutilleul ,TBA,411,AEMA
Temporal and Spatial Statistics 01.,TBA,RAYMND 3-038,414,AEMA
Experimental Designs 1.,Pierre R L   Dutilleul ,TBA,611,AEMA
Temporal and Spatial Statistics 1.,TBA,RAYMND 3-038,614,AEMA
Introductory Physics 2.,David   Titley-Péloquin ,RAYMND 2-045,114,AEPH
Physics 2.,David   Titley-Péloquin ,RAYMND 2-045,115,AEPH
Economic Systems of Agriculture.,TBA,RAYMND 3-048,231,AGEC
Intermediate Microeconomic Theory.,TBA,BARTON 1-016,320,AGEC
"Agriculture, Food and Resource Policy.",Gordon Maxwell  Hickey ,CENTEN 1-150,430,AGEC
Economics of International Agricultural Development.,TBA,RAYMND 3-011,442,AGEC
Food and Agricultural Policy.,Gordon Maxwell  Hickey ,CENTEN 1-150,630,AGEC
Economics of Agricultural Development.,TBA,RAYMND 3-011,642,AGEC
Agricultural Legislation.,Serge   Lussier ,RAYMND 3-038,330,AGRI
Principles of Ecological Agriculture.,Caroline B   Begg ,RAYMND 3-048,340,AGRI
Professional Practice in Agrology.,Julie   Major ,RAYMND 3-011,430,AGRI
International Project Management.,Chandra A   Madramootoo ,RAYMND 4-046/048,493,AGRI
Professional Practice.,TBA,CENTEN 1-163,510,AGRI
Sustained Tropical Agriculture.,Caroline B   Begg ,TBA,550,AGRI
Astrobiology.,Boswell Alan  Wing ,ENGMC 204,182,ANAT
Molecular Mechanisms of Cell Function.,Arnim   Pause ,MCMED 522,212,ANAT
Introductory Molecular and Cell Biology.,John   Presley ,ADAMS AUD,262,ANAT
Human Visceral Anatomy.,Nicole   Ventura ,SADB M-1,316,ANAT
Human Visceral Anatomy.,01/04-04/11,Active,316,ANAT
Neuroendocrinology.,Claire Dominique  Walker ,SADB 2/36,322,ANAT
"Development, Disease and Regeneration.",Eugene   Daniels ,STBIO N2/2,416,ANAT
Membranes and Cellular Signaling.,TBA,MCMED 1027,458,ANAT
Cell and Molecular Biology of Aging.,Stephanie   Lehoux | Chantal   Autexier ,SADB 1/12,541,ANAT
Transmission Electron Microscopy.,Isabelle   Rouiller ,STBIO S2/2,542,ANAT
Diseases-Membrane Trafficking.,John   Presley ,WILSON 223,565,ANAT
Histology.,TBA,TBA,663D2,ANAT
Cell and Developmental Biology.,Nathalie   Lamarche ,NOROOM ,690D2,ANAT
Biochemistry 2.,Raj   Duggavathi ,RAYMND 2-046,234,ANSC
Comparative Anatomy.,Denyse   Laurin ,RAYMND 1-042,251,ANSC
Principles of Animal Breeding.,Humberto   Monardes ,RAYMND 3-035,301,ANSC
Animal Health and Disease.,TBA,CENTEN 1-150,312,ANSC
Developmental Biology and Reproduction.,Sarah   Kimmins ,RAYMND 4-047,324,ANSC
Food-Borne Pathogens.,TBA,BARTON 1-016,350,ANSC
Eukaryotic Cells and Viruses.,David   Zadworny ,RAYMND 4-045,400,ANSC
Metabolic Endocrinology.,David   Zadworny ,RAYMND 2-045,424,ANSC
Animal Nutrition and Metabolism.,Sergio Alejandro  Burgos ,BARTON 1-016,433,ANSC
Dairy and Beef Production Management.,Kevin   Wade ,RAYMND 3-038,451,ANSC
Carbohydrate and Lipid Metabolism.,Xin   Zhao ,BARTON 1-016,551,ANSC
Biology of Lactation.,Arif   Mustafa ,RAYMND 3-011,560,ANSC
Applied Information Systems.,Kevin   Wade ,RAYMND 3-048,565,ANSC
Advanced Eukaryotic Cells and Viruses.,David   Zadworny ,RAYMND 4-045,600,ANSC
Estimation: Genetic Parameters.,John F   Hayes ,TBA,605,ANSC
Selection Index and Animal Improvement.,John F   Hayes ,TBA,606,ANSC
Selected Topics in Molecular Biology.,David   Zadworny ,TBA,622,ANSC
Vitamins and Minerals in Nutrition.,Kevin   Wade ,TBA,635,ANSC
Analysis - Animal Breeding Research Data.,Roger I   Cue ,TBA,636,ANSC
Prehistoric Archaeology.,Lisa   Overholtzer ,SADB M-1,201,ANTH
Anthropology of Meaning.,Samuel Paul Louis  Veissière ,STBIO S1/4,204,ANTH
Anthropology of Religion.,Katherine   Lemons ,ADAMS AUD,209,ANTH
Legal Anthropology.,Ronald   Niezen ,SADB M-1,222,ANTH
New Horizons in Medical Anthropology.,Tobias   Rees ,DUFF THTR 1,302,ANTH
Political Anthropology 01.,Katherine   Lemons ,RPHYS 118,308,ANTH
Inka Archaeology & Ethnohistory.,Nicole Claire  Couture ,ENGMD 276,319,ANTH
Anthropology of the Self.,Margaret Elizabeth  Stevenson ,ENGMD 276,325,ANTH
Ecological Anthropology.,Colin H   Scott ,LEA 219,339,ANTH
Anthropology and the Animal.,Edward Otto  Kohn ,RPHYS 118,343,ANTH
Theories of Culture and Society.,John   Galaty ,ARTS W-120,355,ANTH
History of Archaeological Theory.,Nicole Claire  Couture ,LEA 109,359,ANTH
Primate Studies & Conservation.,TBA,TBA,411,ANTH
Special Topic 5.,Colin Austin   Chapman ,EDUC 613,480,ANTH
Political Ecology.,Ismael   Vaccaro ,LEA 721,512,ANTH
Theory 2.,Edward Otto  Kohn ,LEA 721,603,ANTH
Psychological Anthropology 1.,Margaret Elizabeth  Stevenson ,LEA 721,640,ANTH
Ph.D. Preliminary Examination.,TBA,TBA,700,ANTH
Architectural Graphics and Elements of Design.,David   Covo | Pierina   Saia ,MDHAR 212,202,ARCH
Organization of Materials in Buildings.,Abraham   Friedman ,MDHAR 212,240,ARCH
Architectural History 2.,Annmarie   Adams ,ENGMD 276,251,ARCH
Architectural History 2.,Annmarie   Adams ,ENGMD 276,251,ARCH
Design and Construction 2.,Ricardo L   Castro ,MDHAR 212,304,ARCH
Design and Construction 2.,Abraham   Friedman ,MDHAR 212,304,ARCH
Design and Construction 2.,Aysenur Ipek  Türeli ,MDHAR G-01,304,ARCH
Architectural History 4.,Aysenur Ipek  Türeli ,MDHAR 212,355,ARCH
Architectural History 4.,Aysenur Ipek  Türeli ,MDHAR 212,355,ARCH
Design and Construction 4.,Howard   Davies ,MDHAR 212,406,ARCH
Design and Construction 4.,Martin   Bressani ,MDHAR 420,406,ARCH
Design and Construction 4.,TBA,MDHAR 212,406,ARCH
Design and Construction 4.,Aaron   Sprecher ,MDHAR 420,406,ARCH
Building Regulations and Safety.,Marc-André   Plourde ,MDHAR 212,451,ARCH
Building Regulations and Safety.,Marc-André   Plourde ,MDHAR 212,451,ARCH
Architectural Modelling.,Aaron   Sprecher ,MDHAR 212,512,ARCH
History of Housing.,Pieter Hindrik  Sijpkes ,MDHAR 212,528,ARCH
History of Housing.,Pieter Hindrik  Sijpkes ,MDHAR 212,528,ARCH
History of Housing.,Pieter Hindrik  Sijpkes ,MDHAR 212,528,ARCH
Origins of Modern Architecture.,Alberto   Perez-Gomez ,MDHAR 212,532,ARCH
Origins of Modern Architecture.,Alberto   Perez-Gomez ,MDHAR 212,532,ARCH
Urban Planning and Development.,Nicholas James  Luka ,ENGMC 13,550,ARCH
Urban Planning and Development.,Nicholas James  Luka ,ENGMC 13,550,ARCH
Design for Development.,Vikram Chandulal  Bhatt ,MDHAR 420,564,ARCH
Design for Development.,Vikram Chandulal  Bhatt ,MDHAR 420,564,ARCH
Design for Development.,Vikram Chandulal  Bhatt ,MDHAR 420,564,ARCH
Cultural Landscapes Seminar.,Robert   Mellin ,MDHAR 420,566,ARCH
Cultural Landscapes Seminar.,Robert   Mellin ,MDHAR 420,566,ARCH
Cultural Landscapes Seminar.,Robert   Mellin ,MDHAR 420,566,ARCH
Architectural Design 2.,Robert   Mellin ,MDHAR 212,673,ARCH
Architectural Design 2.,TBA,MDHAR 206,673,ARCH
Architectural Design 2.,David   Theodore ,MDHAR 212,673,ARCH
Professional Practice 1.,David   Covo ,MDHAR 212,674,ARCH
Contemporary Theory 1.,Aysenur Ipek  Türeli ,TBA,684,ARCH
Contemporary Theory 1.,01/04-04/11,Cancelled,684,ARCH
