course_title,professor,location,course_code,course_subject
Techniques: Rédaction pour traducteurs.,TBA,ARTS W-120,233,CCTR
Writing Techniques for Translators.,TBA,RPHYS 118,234,CCTR
Comparative Stylistics 2.,TBA,RPHYS 118,310,CCTR
French Translation 2.,TBA,SH688 451,325,CCTR
English Translation 2.,TBA,RPHYS 118,326,CCTR
Translation Theory/Practice.,TBA,LEA 15,331,CCTR
Introduction to Spanish Text Revision.,TBA,SH688 1342,340,CCTR
Independent Studies: Translation.,TBA,TBA,401,CCTR
French Translation 3.,TBA,TBA,433,CCTR
English Translation 3.,TBA,TBA,434,CCTR
Translation Practicum.,TBA,TBA,500,CCTR
Translation Studies (English/French/Spanish).,TBA,TBA,503,CCTR
Computer Assisted Translation / Informatique en traduction.,TBA,TBA,510,CCTR
Les Classiques Anglais.,TBA,TBA,515,CCTR
French Canon in Translation.,TBA,TBA,516,CCTR
Linguistics for Translation / La linguistique et la traduction.,TBA,TBA,526,CCTR
Independent Studies.,TBA,TBA,601,CCTR
Taxation 1.,TBA,BURN 1B45,511,CCTX
Taxation 2.,TBA,ENGMC 13,532,CCTX
Critical Analysis and Composition.,TBA,TBA,150,CEAP
Critical Analysis and Composition.,TBA,TBA,150,CEAP
Research Essay & Rhetoric.,TBA,SH688 223,250,CEAP
Research Essay & Rhetoric.,TBA,SH688 1076,250,CEAP
Research Essay & Rhetoric.,TBA,SH688 391,250,CEAP
Research Essay & Rhetoric.,TBA,SH688 223,250,CEAP
Research Essay & Rhetoric.,TBA,SH688 223,250,CEAP
Research Essay & Rhetoric.,TBA,EDUC 216,250,CEAP
Cornerstones of Academic Writing,TBA,EDUC 211,642,CEAP
Cornerstones of Academic Writing,TBA,RAYMND 3-035,642,CEAP
Cornerstones of Academic Writing,TBA,SH688 451,642,CEAP
Cornerstones of Academic Writing,TBA,TBA,642,CEAP
Fundamentals of Academic Presentations.,TBA,SH688 451,652,CEAP
Fundamentals of Academic Presentations.,TBA,EDUC 338,652,CEAP
Summaries and Critiques.,Yvonne   Hung ,SH688 451,661,CEAP
Summaries and Critiques.,Yvonne   Hung ,RAYMND 3-035,661,CEAP
Literature Reviews.,Yvonne   Hung ,SH688 1265,665,CEAP
Business Economics.,TBA,ENGMC 12,532,CEC2
Business Economics.,TBA,ENGTR 2120,532,CEC2
Functional English Grammar/Writing 1.,TBA,SH688 1355,211,CEEN
Functional English Grammar/Writing 1.,TBA,SH688 1065,211,CEEN
Functional English Grammar/Writing 1.,TBA,SH688 1255,211,CEEN
Functional English Grammar/Writing 1.,TBA,SH688 1078,211,CEEN
Functional English Grammar/Writing 1.,TBA,SH688 355,211,CEEN
Functional English Grammar/Writing 1.,TBA,SH688 1399,211,CEEN
Functional English Grammar/Writing 1.,TBA,SH688 451,211,CEEN
Functional English Grammar/Writing 1.,TBA,SH688 1151,211,CEEN
Functional English Grammar/Writing 1.,TBA,SH688 1065,211,CEEN
Functional English Grammar/Writing 1.,TBA,SH688 1399,211,CEEN
Functional English Grammar/Writing 1.,TBA,SH688 355,211,CEEN
English Communication Practice 1.,TBA,SH688 1371,212,CEEN
English Communication Practice 1.,TBA,SH688 395,212,CEEN
English Communication Practice 1.,TBA,SH688 1399,212,CEEN
English Communication Practice 1.,TBA,SH688 1371,212,CEEN
English Communication Practice 1.,TBA,SH688 1399,212,CEEN
English Communication Practice 1.,TBA,SH688 1093,212,CEEN
English Communication Practice 1.,TBA,SH688 1151,212,CEEN
English Communication Practice 1.,TBA,SH688 361,212,CEEN
English Communication Practice 1.,TBA,SH688 1165,212,CEEN
English Communication Practice 1.,TBA,SH688 495,212,CEEN
English Communication Practice 1.,TBA,SH688 1151,212,CEEN
English Communication Practice 1.,TBA,SH688 1371,212,CEEN
Functional English Grammar/Writing 2.,TBA,SH688 1351,221,CEEN
Functional English Grammar/Writing 2.,TBA,SH688 1093,221,CEEN
Functional English Grammar/Writing 2.,TBA,SH688 1351,221,CEEN
Functional English Grammar/Writing 2.,TBA,SH688 1261,221,CEEN
Functional English Grammar/Writing 2.,TBA,SH688 1055,221,CEEN
Functional English Grammar/Writing 2.,TBA,SH688 1395,221,CEEN
Functional English Grammar/Writing 2.,TBA,SH688 1085,221,CEEN
Functional English Grammar/Writing 2.,TBA,SH688 1088,221,CEEN
Functional English Grammar/Writing 2.,TBA,SH688 1051,221,CEEN
Functional English Grammar/Writing 2.,TBA,SH688 1085,221,CEEN
Functional English Grammar/Writing 2.,TBA,SH688 295,221,CEEN
English Communication Practice 2.,TBA,SH688 1155,222,CEEN
English Communication Practice 2.,TBA,SH688 1055,222,CEEN
English Communication Practice 2.,TBA,SH688 1047,222,CEEN
English Communication Practice 2.,TBA,SH688 1088,222,CEEN
English Communication Practice 2.,TBA,SH688 391,222,CEEN
English Communication Practice 2.,TBA,SH688 1091,222,CEEN
English Communication Practice 2.,TBA,SH688 1155,222,CEEN
English Communication Practice 2.,TBA,SH688 1055,222,CEEN
English Communication Practice 2.,TBA,SH688 1093,222,CEEN
English Communication Practice 2.,TBA,SH688 1078,222,CEEN
English Communication Practice 2.,TBA,SH688 1161,222,CEEN
English Grammar in Context.,TBA,SH688 1261,301,CEEN
English Grammar in Context.,TBA,SH688 1261,301,CEEN
Functional English Grammar/Writing 3.,TBA,SH688 1078,331,CEEN
Functional English Grammar/Writing 3.,TBA,SH688 355,331,CEEN
Functional English Grammar/Writing 3.,TBA,SH688 1365,331,CEEN
Functional English Grammar/Writing 3.,TBA,SH688 1161,331,CEEN
Functional English Grammar/Writing 3.,TBA,SH688 1047,331,CEEN
Functional English Grammar/Writing 3.,TBA,SH688 1051,331,CEEN
Functional English Grammar/Writing 3.,TBA,SH688 1365,331,CEEN
Functional English Grammar/Writing 3.,TBA,SH688 1161,331,CEEN
Functional English Grammar/Writing 3.,TBA,SH688 391,331,CEEN
Functional English Grammar/Writing 3.,TBA,SH688 1051,331,CEEN
Functional English Grammar/Writing 3.,TBA,SH688 1065,331,CEEN
English Communication Practice 3.,TBA,SH688 1051,332,CEEN
English Communication Practice 3.,TBA,SH688 491,332,CEEN
English Communication Practice 3.,TBA,SH688 1355,332,CEEN
English Communication Practice 3.,TBA,SH688 1151,332,CEEN
English Communication Practice 3.,TBA,SH688 495,332,CEEN
English Communication Practice 3.,TBA,SH688 1065,332,CEEN
English Communication Practice 3.,TBA,SH688 1355,332,CEEN
English Communication Practice 3.,TBA,SH688 1047,332,CEEN
English Communication Practice 3.,TBA,SH688 1365,332,CEEN
English Communication Practice 3.,TBA,SH688 1047,332,CEEN
English Communication Practice 3.,TBA,SH688 1165,332,CEEN
English Vocabulary in Context.,TBA,SH688 1255,401,CEEN
English Vocabulary in Context.,TBA,SH688 1255,401,CEEN
English Communication and Cultural Patterns.,TBA,SH688 1261,402,CEEN
Strategic Communication in English.,TBA,SH688 1255,403,CEEN
Strategic Communication in English.,TBA,SH688 1255,403,CEEN
English Grammar and Writing Techniques.,TBA,SH688 1085,411,CEEN
English Grammar and Writing Techniques.,TBA,SH688 1091,411,CEEN
English Grammar and Writing Techniques.,TBA,SH688 1085,411,CEEN
English Grammar and Writing Techniques.,TBA,SH688 1076,411,CEEN
English Grammar and Writing Techniques.,TBA,SH688 1145,411,CEEN
English Grammar and Writing Techniques.,TBA,SH688 1351,411,CEEN
English Grammar and Writing Techniques.,TBA,SH688 1055,411,CEEN
English Grammar and Writing Techniques.,TBA,SH688 1076,411,CEEN
English Grammar and Writing Techniques.,TBA,SH688 361,411,CEEN
English Grammar and Writing Techniques.,TBA,SH688 1145,411,CEEN
English Grammar and Writing Techniques.,TBA,SH688 1261,411,CEEN
English Oral Communication Techniques.,TBA,SH688 1151,412,CEEN
English Oral Communication Techniques.,TBA,SH688 361,412,CEEN
English Oral Communication Techniques.,TBA,SH688 1261,412,CEEN
English Oral Communication Techniques.,TBA,SH688 1151,412,CEEN
English Oral Communication Techniques.,TBA,SH688 1371,412,CEEN
English Oral Communication Techniques.,TBA,SH688 1051,412,CEEN
English Oral Communication Techniques.,TBA,SH688 1047,412,CEEN
English Oral Communication Techniques.,TBA,SH688 355,412,CEEN
English Oral Communication Techniques.,TBA,SH688 1371,412,CEEN
English Oral Communication Techniques.,TBA,SH688 1091,412,CEEN
English Oral Communication Techniques.,TBA,SH688 1055,412,CEEN
English Oral Communication Techniques.,TBA,SH688 495,412,CEEN
English Written Communication Contexts.,TBA,SH688 1047,421,CEEN
English Written Communication Contexts.,TBA,SH688 391,421,CEEN
English Written Communication Contexts.,TBA,SH688 1155,421,CEEN
English Written Communication Contexts.,TBA,SH688 1085,421,CEEN
English Written Communication Contexts.,TBA,SH688 1065,421,CEEN
English Written Communication Contexts.,TBA,SH688 1093,421,CEEN
English Written Communication Contexts.,TBA,SH688 495,421,CEEN
English Written Communication Contexts.,TBA,SH688 1355,421,CEEN
English Written Communication Contexts.,TBA,SH688 451,421,CEEN
English Written Communication Contexts.,TBA,SH688 1395,421,CEEN
English Written Communication Contexts.,TBA,SH688 361,421,CEEN
English Oral Communication Contexts.,TBA,SH688 1399,422,CEEN
English Oral Communication Contexts.,TBA,SH688 495,422,CEEN
English Oral Communication Contexts.,TBA,SH688 1051,422,CEEN
English Oral Communication Contexts.,TBA,SH688 1355,422,CEEN
English Oral Communication Contexts.,TBA,SH688 1395,422,CEEN
English Oral Communication Contexts.,TBA,SH688 1255,422,CEEN
English Oral Communication Contexts.,TBA,SH688 295,422,CEEN
English Oral Communication Contexts.,TBA,SH688 1078,422,CEEN
English Oral Communication Contexts.,TBA,SH688 ,422,CEEN
English Oral Communication Contexts.,TBA,SH688 1355,422,CEEN
English Oral Communication Contexts.,TBA,SH688 223,422,CEEN
Basic French.,TBA,SH688 1165,102,CEFN
Basic French.,TBA,SH688 491,102,CEFN
Elementary French .,TBA,SH688 395,104,CEFN
Elementary French .,TBA,SH688 1093,104,CEFN
Fundamentals of  French Grammar and Writing.,TBA,SH688 1395,106,CEFN
Fundamentals of  French Grammar and Writing.,TBA,SH688 1165,106,CEFN
Fundamentals of  French Grammar and Writing.,TBA,SH688 365,106,CEFN
Fundamentals of French Oral Communication.,TBA,SH688 1065,107,CEFN
Fundamentals of French Oral Communication.,TBA,SH688 1145,107,CEFN
Fundamentals of French Oral Communication.,TBA,SH688 491,107,CEFN
Fundamentals of French Oral Communication.,TBA,SH688 395,107,CEFN
Functional French Grammar/Writing 1.,TBA,SH688 1351,211,CEFN
Functional French Grammar/Writing 1.,TBA,SH688 1395,211,CEFN
Functional French Grammar/Writing 1.,TBA,SH688 1091,211,CEFN
French Communication Practice 1.,TBA,SH688 1161,212,CEFN
French Communication Practice 1.,TBA,SH688 365,212,CEFN
French Communication Practice 1.,TBA,SH688 1078,212,CEFN
French Communication Practice 1.,TBA,SH688 223,212,CEFN
Functional French Grammar/Writing 2.,TBA,SH688 ,221,CEFN
Functional French Grammar/Writing 2.,TBA,SH688 1145,221,CEFN
Functional French Grammar/Writing 2.,TBA,SH688 355,221,CEFN
Functional French Grammar/Writing 2.,TBA,SH688 1351,221,CEFN
French Communication Practice 2.,TBA,SH688 1365,222,CEFN
French Communication Practice 2.,TBA,SH688 1365,222,CEFN
French Communication Practice 2.,TBA,SH688 361,222,CEFN
French Communication Practice 2.,TBA,SH688 391,222,CEFN
Functional French Grammar/Writing 3.,TBA,TBA,331,CEFN
Functional French Grammar/Writing 3.,TBA,SH688 1091,331,CEFN
Functional French Grammar/Writing 3.,TBA,SH688 365,331,CEFN
Functional French Grammar/Writing 3.,TBA,TBA,331,CEFN
French Communication Practice 3.,TBA,SH688 395,332,CEFN
French Communication Practice 3.,TBA,SH688 395,332,CEFN
French Communication Practice 3.,TBA,SH688 1155,332,CEFN
Persuasive French in Communication.,TBA,SH688 1399,402,CEFN
French Grammar/Writing Techniques.,TBA,SH688 451,411,CEFN
French Grammar/Writing Techniques.,TBA,TBA,411,CEFN
French Grammar/Writing Techniques.,TBA,SH688 1365,411,CEFN
French Oral Communication Techniques.,TBA,SH688 365,412,CEFN
French Oral Communication Techniques.,TBA,SH688 1165,412,CEFN
French Written Communication Contexts.,TBA,SH688 1351,421,CEFN
Basic English.,TBA,SH688 1088,102,CEGL
Elementary English 1.,TBA,SH688 1076,104,CEGL
Elementary English 1.,TBA,SH688 451,104,CEGL
Elementary English 1.,TBA,SH688 223,104,CEGL
Elementary English 1.,TBA,SH688 1076,104,CEGL
Elementary English 2.,TBA,SH688 1145,106,CEGL
Elementary English 2.,TBA,SH688 295,106,CEGL
Elementary English 2.,TBA,SH688 223,106,CEGL
Elementary English 2.,TBA,SH688 1155,106,CEGL
Elementary English 2.,TBA,SH688 295,106,CEGL
Elementary English 2.,TBA,SH688 1088,106,CEGL
Elementary English 2.,TBA,SH688 491,106,CEGL
Intensive English - Elementary 1.,TBA,SH688 1065,213,CEGL
Intensive English - Elementary 1.,TBA,SH688 1078,213,CEGL
Intensive English - Elementary 2.,TBA,SH688 1151,223,CEGL
Intensive English - Elementary 2.,TBA,SH688 1091,223,CEGL
Intensive English - Elementary 2.,TBA,SH688 1151,223,CEGL
Intensive English - Elementary 2.,10/31-12/09,Temporarily closed,223,CEGL
Pronunciation Clinic 1.,TBA,SH688 1371,228,CEGL
Pronunciation Clinic 2.,TBA,SH688 1085,238,CEGL
Intensive English - Intermediate 1.,TBA,SH688 1161,313,CEGL
Intensive English - Intermediate 1.,TBA,SH688 1055,313,CEGL
Intensive English - Intermediate 1.,TBA,TBA,313,CEGL
Intensive English - Intermediate 1.,TBA,SH688 1065,313,CEGL
Intensive English - Intermediate 1.,TBA,SH688 1145,313,CEGL
Intensive English - Intermediate 1.,TBA,SH688 1165,313,CEGL
Intensive English - Intermediate 2.,TBA,SH688 1047,323,CEGL
Intensive English - Intermediate 2.,TBA,SH688 1145,323,CEGL
Intensive English - Intermediate 2.,TBA,TBA,323,CEGL
Intensive English - Intermediate 2.,TBA,SH688 1047,323,CEGL
Intensive English - Intermediate 2.,TBA,SH688 1161,323,CEGL
Intensive English - Intermediate 2.,TBA,SH688 1091,323,CEGL
Intensive English - Intermediate 3.,TBA,SH688 1051,333,CEGL
Intensive English - Intermediate 3.,TBA,SH688 1261,333,CEGL
Intensive English - Intermediate 3.,TBA,TBA,333,CEGL
Intensive English - Intermediate 3.,TBA,SH688 1055,333,CEGL
Intensive English - Intermediate 3.,TBA,SH688 1261,333,CEGL
Intensive English - Intermediate 3.,TBA,TBA,333,CEGL
Intensive English - Bridge to Proficiency.,TBA,SH688 1088,355,CEGL
Intensive English - Bridge to Proficiency.,TBA,SH688 1255,355,CEGL
Intensive English - Bridge to Proficiency.,TBA,SH688 1078,355,CEGL
Intensive English - Bridge to Proficiency.,TBA,TBA,355,CEGL
Intensive English - Bridge to Proficiency.,TBA,SH688 1088,355,CEGL
Intensive English - Bridge to Proficiency.,TBA,SH688 1255,355,CEGL
Intensive English - Bridge to Proficiency.,TBA,SH688 1155,355,CEGL
Intensive English - Bridge to Proficiency.,TBA,TBA,355,CEGL
English for Strategic Interpersonal Communication.,TBA,SH688 1255,408,CEGL
English for Strategic Interpersonal Communication.,TBA,SH688 1255,408,CEGL
Intensive English - Advanced A.,TBA,SH688 1093,413,CEGL
Intensive English - Advanced A.,TBA,SH688 1155,413,CEGL
Intensive English - Advanced A.,TBA,TBA,413,CEGL
Intensive English - Advanced A.,TBA,SH688 1093,413,CEGL
Intensive English - Advanced A.,TBA,SH688 1051,413,CEGL
Intensive English - Advanced A.,TBA,TBA,413,CEGL
Intensive English - Advanced B.,TBA,SH688 1085,423,CEGL
Intensive English - Advanced B.,TBA,SH688 1076,423,CEGL
Intensive English - Advanced B.,TBA,SH688 1165,423,CEGL
Intensive English - Advanced B.,TBA,SH688 1085,423,CEGL
Intensive English - Advanced B.,TBA,SH688 1076,423,CEGL
Intensive English - Advanced B.,TBA,TBA,423,CEGL
New Venture Formation.,TBA,ENGTR 1090,500,CEN2
Sales and Negotiation Strategies.,TBA,ENGTR 2110,505,CEN2
Venture Growth Strategies.,TBA,ENGMC 12,507,CEN2
Project Management.,Lloyd   Bartlett ,ENGTR 1100,221,CENG
Project Management.,TBA,ENGTR 2100,221D1,CENG
Project Management.,Christian   Champenois ,ENGMC 12,221D1,CENG
Project Management.,Robert William   Abbott ,ENGTR 2100,221D1,CENG
Strategic Project Leadership.,TBA,BURN 1B45,223,CENG
Agile Project Management.,Michael   Delis ,SH688 243,224,CENG
Sales and Negotiations.,TBA,ENGTR 2110,305,CENT
Launching a New Business.,TBA,ENGTR 1080,306,CENT
Launching a New Business.,TBA,TBA,306,CENT
Business Growth Strategies and Issues.,TBA,ENGMC 12,309,CENT
ESL: Academic English 2.,TBA,SH688 451,300,CESL
ESL: Essay & Critical Thinking.,TBA,SH688 365,400,CESL
ESL: Research Essay and Rhetoric.,TBA,SH688 451,500,CESL
Strategies for Academic Communication in English.,TBA,SH688 1265,631,CESL
Strategies for Academic Communication in English.,TBA,SH688 1265,631,CESL
Fundamentals of Academic Writing in English.,TBA,SH688 1265,641,CESL
Fundamentals of Academic Writing in English.,TBA,SH688 223,641,CESL
Fundamentals of Academic Writing in English.,09/09-11/11,Temporarily closed,641,CESL
Fundamentals of Academic Writing in English.,TBA,TBA,641,CESL
Pronunciation for Effective Communication.,TBA,SH688 1078,651,CESL
Pronunciation for Effective Communication.,TBA,SH688 1265,651,CESL
Pronunciation for Effective Communication.,TBA,TBA,651,CESL
Retirement Planning.,TBA,ENGTR 0070,200,CFIN
Fundamentals of Financial Markets and Institutions.,TBA,RPHYS 114,300,CFIN
Short-Term Financial Management.,TBA,ENGTR 2110,310,CFIN
Business Valuation and Project Finance.,TBA,RPHYS 115,402,CFIN
Investment and Portfolio Management.,TBA,RPHYS 114,410,CFIN
Financial Markets and Institutions.,TBA,RPHYS 114,500,CFIN
"Retirement, Estate and Tax Planning.",TBA,ENGTR 0070,501,CFIN
Analysis of Financial Statements.,TBA,ENGTR 0060,507,CFIN
Corporate Finance.,TBA,ENGTR 2120,512,CFIN
Corporate Finance.,TBA,TBA,512,CFIN
Applied Topics: Corporate Finance.,TBA,ARTS 150,522,CFIN
Treasury Management.,TBA,ENGTR 2110,525,CFIN
Investment Analysis.,TBA,RPHYS 114,530,CFIN
Introduction to International Finance.,TBA,LEA 15,540,CFIN
Firm Valuation.,TBA,RPHYS 115,552,CFIN
Intensive French - Beginner.,TBA,SH688 1395,203,CFRN
Intensive French - Beginner.,TBA,SH688 1399,203,CFRN
Intensive French - Beginner.,TBA,SH688 1365,203,CFRN
Intensive French - Beginner.,TBA,SH688 ,203,CFRN
Intensive French - Elementary.,TBA,SH688 1351,323,CFRN
Intensive French - Elementary.,TBA,SH688 ,323,CFRN
Intensive French - Elementary.,TBA,SH688 1395,323,CFRN
Intensive French - Elementary.,TBA,SH688 1399,323,CFRN
Intensive French - Intermediate 1.,TBA,SH688 1365,333,CFRN
Intensive French - Intermediate 1.,TBA,SH688 1342,333,CFRN
Intensive French - Intermediate 1.,TBA,SH688 1355,333,CFRN
Intensive French - Intermediate 1.,TBA,SH688 1342,333,CFRN
Intensive French - Intermediate 2.,TBA,SH688 1355,343,CFRN
Intensive French - Intermediate 2.,TBA,SH688 ,343,CFRN
Intensive French - Intermediate 2.,TBA,SH688 1351,343,CFRN
Intensive French - Intermediate 2.,TBA,TBA,343,CFRN
Intensive French - Advanced.,TBA,SH688 1371,423,CFRN
Intensive French - Advanced.,TBA,SH688 ,423,CFRN
Intensive French - Advanced.,TBA,SH688 1371,423,CFRN
Intensive French - Advanced.,TBA,TBA,423,CFRN
Project Management: Tools & Techniques.,TBA,WONG 1020,510,CGM2
Fundamentals of Project Management.,TBA,BURN 1B39,210,CGMG
Introduction to Business.,TBA,TBA,282,CGMG
Chemical Engineering Principles 1.,Dimitrios   Berk ,WONG 1020,200,CHEE
Data Analysis and Design of Experiments.,Pierre-Luc   Girard-Lauriault ,MAASS 10,231,CHEE
Instrumentation and Measurement 1.,Richard L   Leask ,ARTS W-120,291,CHEE
Fluid Mechanics.,Christopher   Moraes ,WONG 1020,314,CHEE
Elements of Biotechnology.,Corinne   Hoesli ,SADB 1/12,370,CHEE
Materials Science.,Jean-Luc   Meunier ,WONG 1020,380,CHEE
Computational Methods in Chemical Engineering.,Phillip   Servio ,ARTS W-120,390,CHEE
Principles of Energy Conversion.,Alejandro D   Rey ,WONG 1020,400,CHEE
Chemical Reaction Engineering.,Jan   Kopyscinski ,ARTS W-120,423,CHEE
Process Design.,Milan   Maric ,WONG 1020,453,CHEE
Biochemical Engineering.,Nathalie   Tufenkji ,WONG 1020,474,CHEE
Advanced Separation Processes.,09/02-12/05,Cancelled,510,CHEE
Material Surfaces: A Biomimetic Approach.,09/02-12/05,Cancelled,515,CHEE
Electrochemical Engineering.,Sasha   Omanovic ,WONG 1030,541,CHEE
Plasma Engineering.,Jean-Luc   Meunier | Pierre-Luc   Girard-Lauriault ,ENGTR 1080,543,CHEE
Foundations of Soft Matter.,Reghan James   Hill ,WONG 1030,585,CHEE
Chemical Processing: Electronics Industry.,TBA,TBA,587,CHEE
Heat and Mass Transfer.,TBA,TBA,611,CHEE
Thermodynamics.,09/02-12/05,Cancelled,621,CHEE
Foundations of Fluid Mechanics.,Richard L   Leask ,ENGTR 2110,631,CHEE
Process Dynamics and Control.,Michel   Perrier ,WONG 1030,672,CHEE
Laboratory Safety 1.,Milan   Maric ,NOROOM ,681,CHEE
Laboratory Safety 2.,Milan   Maric ,NOROOM ,682,CHEE
Research Skills and Ethics.,Nathalie   Tufenkji ,ENGTR 1090,687,CHEE
Oral Presentation Skills.,TBA,TBA,694,CHEE
General Chemistry 1.,Christopher John  Barrett | Tomislav   Friscic | Laura   Pavelka ,LEA 132,110,CHEM
General Chemistry 1.,Christopher John  Barrett | Tomislav   Friscic | Laura   Pavelka ,MCMED 522,110,CHEM
World of Chemistry: Technology.,David Noble   Harpp | Ariel   Fenster | Joseph A   Schwarcz ,MAASS 217,182,CHEM
World of Chemistry: Drugs.,David Noble   Harpp | Ariel   Fenster | Joseph A   Schwarcz ,LEA 132,183,CHEM
Survey of Physical Chemistry.,Bryan Clifford   Sanctuary ,MAASS 112,203,CHEM
Physical Chemistry/Biological Sciences 1.,Patanjali   Kambhampati ,MAASS 10,204,CHEM
